Text	Time	Relative Event	Panel	Heading 1	Heading 2	LF	Info	Item	Position	Automatic	Call Group	Fail Group	Remarks						
"Maneuver Spacecraft to RPY 000,092,000"	454800	MISSION_TIME							-1	0									
HGA PITCH - -70 								HighGainAntennaPitchPositionSwitch	4	0									
HGA YAW - 191								HighGainAntennaYawPositionSwitch	10	0									
V64E								DSKY V 6 4 E	1	1									
																			
"Wait for State Vector Update, TEI 27 PAD, P22 Tracking Update, REV 27 Map Update"	455400	MISSION_TIME		MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
P52 IMU Realign (REFSMMAT)									-1	1	P52 IMU Realign (REFSMMAT)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
Pitch to ORDEAL P=338 deg	457740	MISSION_TIME							-1	0									
Begin Orb Rate									-1	0									
																			
P22 Orbital Navigation (CP-1)	458100	MISSION_TIME							-1	1	P22 Auto optics								
P22 Orbital Navigation (CP-2)									-1	1	P22 Auto optics								
P22 Orbital Navigation (F-1)									-1	1	P22 Auto optics								
																			
Pitch to ORDEAL P=338 deg									-1	0									
Continue Orb Rate									-1	0									
P22 Orbital Navigation (130)									-1	1	P22 Auto optics								
																			
"Wait for TEI 29 PAD, REV 29 Map Update"				MCC Update					-1	0									
																			
"Maneuver Spacecraft to RPY 180,226,000"									-1	0									
HGA PITCH - -60 								HighGainAntennaPitchPositionSwitch	4	0									
HGA YAW - 172								HighGainAntennaYawPositionSwitch	10	0									
V64E								DSKY V 6 4 E	1	1									
																			
Wait for CSM State Vector Update	462420	MISSION_TIME		MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
Fuel Cell O2 Purging									-1	1	Fuel Cell O2 Purging								
DAP Deadband Change (10 deg)									-1	1	DAP Deadband Change (DB 10)								
Perform Waste Water Dump									-1	1	Waste Water Dump								
Rest Period Begins	463500	MISSION_TIME							-1	0									
																			
Rest Period Ends	474600	MISSION_TIME		Day 6					-1	0									
V48E			DSKY		Enable B/D Roll Jets			DSKY V 4 8 E	1	1									
PRO								DSKY P	1	1									
PRO								DSKY P	1	1									
PRO								DSKY P	1	1									
V46E								DSKY V 4 6 E	1	1									
AUTO RCS A/C ROLL C1 - MNB								AcRollC1Switch	0	1									
AUTO RCS A/C ROLL C2 - MNB								AcRollC2Switch	0	1									
AUTO RCS B/D ROLL B1 - MNA								BdRollB1Switch	2	1									
AUTO RCS B/D ROLL B2 - MNA								BdRollB2Switch	2	1									
AUTO RCS PITCH C3 - MNA								PitchC3Switch	2	1									
AUTO RCS PITCH C4 - MNB								PitchC4Switch	0	1									
AUTO RCS YAW B3 - MNA								YawB3Switch	2	1									
AUTO RCS YAW B4 - MNB								YawB4Switch	0	1									
																			
Roll to 180 deg Pitch Down ORDEAL 315 deg Orb Rate	475200	MISSION_TIME							-1	0									
																			
Photograph LLS 3	475800	MISSION_TIME							-1	0									
																			
"Maneuver Spacecraft to RPY 180,203,000"	476400	MISSION_TIME							-1	0									
HGA PITCH - -35								HighGainAntennaPitchPositionSwitch	4	0									
HGA YAW - 176								HighGainAntennaYawPositionSwitch	10	0									
V64E								DSKY V 6 4 E	1	1									
																			
"Wait for State Vector Update, TEI 30 PAD, P30 Tracking Update, REV 30 Map Update"	476700	MISSION_TIME		MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
P52 IMU Realign (REFSMMAT)									-1	1	P52 IMU Realign (REFSMMAT)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
Pitch Up to ORDEAL P=315 deg	478800	MISSION_TIME							-1	0									
Begin Orb Rate & Photos of Opportunity									-1	0									
																			
Roll to 0 deg Pitch to ORDEAL P=338 deg	481800	MISSION_TIME							-1	0									
Begin Orb Rate									-1	0									
																			
P22 Orbital Navigation (B-1)	482400	MISSION_TIME							-1	1	P22 Auto optics								
P22 Orbital Navigation (150)									-1	1	P22 Auto optics								
																			
"Maneuver Spacecraft to RPY 180,237,000"	483420	MISSION_TIME							-1	0									
HGA PITCH - -68								HighGainAntennaPitchPositionSwitch	4	0									
HGA YAW - 171								HighGainAntennaYawPositionSwitch	10	0									
V64E								DSKY V 6 4 E	1	1									
																			
"Copy Prelim TEI 31 PAD, REV 31 Map Update, State Vector Update"	484200	MISSION_TIME		MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
Begin Photos of Opportunity	486000	MISSION_TIME							-1	0									
																			
Roll 180 deg Pitch Up ORDEAL 258 deg Orb Rate	487800	MISSION_TIME							-1	0									
																			
Yaw Left 20 deg To Photograph Highland Site	488700	MISSION_TIME							-1	0									
																			
TEI	489000	MISSION_TIME							-1	1	TEI								
																			
Wait for PTC REFSMMAT Uplink	496800	MISSION_TIME		MCC Update					-1	0	P27 Update								
																			
Disable Primary Glycol Evaporator									-1	1	Deactivate Primary Evaporator								
																			
P52 IMU Realign (Preferred)									-1	1	P52 IMU Realign (Preferred)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
"Maneuver Spacecraft to PY 270,000"									-1	0									
Start PTC	499200	MISSION_TIME		20 deg DB PTC					-1	1	Start G&N PTC (DB 20)								
																			
Cycle O2 & H2 Fans	500400	MISSION_TIME		Pre Sleep Checklist					-1	1	Cycle Cryo Fans				1	1	0		0
H2 PURGE LINE HTR - ON							20 min prior to H2 Purge	H2PurgeLineSwitch	1	1									
																			
(chlorination not simulated yet)					Perform Pot Water Chlor				-1	1									
POT TK IN vlv - OPEN (verify)			352					PotableTankInletRotary	0	1									
																			
OVBD DRAIN vlv - OFF			251					WasteMGMTOvbdDrainDumpRotary	1	1									
WASTE STOW vlv - CLOSE								WasteMGMTStoageVentRotary	1	1									
OSS Power Down									-1	1	OSS Power Down								
EMER CAB PRESS sel - BOTH								EmergencyCabinPressureRotary	1	1									
SRG TK O2 vlv - ON								OxygenSurgeTankRotary	1	1									
REPRESS PKG vlv - OFF								OxygenRepressPackageRotary	1	1									
CAB PRESS RELF vlv (LH) - NORM			325					CabinPressureReliefLever1	1	1									
CAB PRESS RELF vlv (RH) - NORM								CabinPressureReliefLever2	1G	1									
HATCH PRESS EQUAL vlv - CLOSE								PressEqualValve	3	1									
LM TUNL VENT vlv - OFF			12					LMTunnelVentValve	0	1									
DIRECT O2 vlv - open (CCW)			7					DirectO2RotarySwitch	0	1									
CAB PRESS ind - 5.7	20	HIDDEN_DELAY	2						-1	1									
DIRECT O2 vlv - close (CW)	120	HIDDEN_DELAY	7					DirectO2RotarySwitch	6	1									
																			
Perform Fuel Cell H2 Purging	501600	MISSION_TIME							-1	1	Fuel Cell H2 Purging								
Perform Fuel Cell O2 Purging									-1	1	Fuel Cell O2 Purging								
H2 PURGE LINE HTR - OFF							"Panel 3, Lower Left"	H2PurgeLineSwitch	0	1									
																			
S BD AUX TAPE - OFF							"Panel 3, Comm Switches"	SBandAuxSwitch1	1	1									
S BD MODE VOICE - OFF							"Panel 3, Comm Switches"	SBandNormalMode1Switch	1	1									
																			
"HGA PITCH - 40 if roll right, -40 if roll left"								HighGainAntennaPitchPositionSwitch	4	0									
"HGA YAW - 270 if roll right, 90 if roll left"								HighGainAntennaYawPositionSwitch	10	0									
HI GAIN ANT TRACK - REACQ							"Panel 2, High Gain Controls"	GHATrackSwitch	0	1									
S BD ANT OMNI - HI GAIN							"Panel 3, Comm Switches"	SBandAntennaSwitch2	0	1									
																			
Perform ECS Redundant Component Check	504000	MISSION_TIME							-1	1	ECS Redundant Component Check								
																			
Wait for CSM State Vector Update				MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
Perform Waste Water Dump									-1	1	Waste Water Dump								
Rest Period Begins	505800	MISSION_TIME							-1	0									
																			
Rest Period Ends	525600	MISSION_TIME		Day 7					-1	0									
Terminate PTC	527400	MISSION_TIME							-1	1	Terminate G&N PTC								
Start PTC				30 deg DB PTC					-1	1	Start G&N PTC (DB 30)								
Initiate Battery Charge (Battery A)	527700	MISSION_TIME							-1	1	Battery Charge A								
																			
Cycle O2 & H2 Fans	529200	MISSION_TIME							-1	1	Cycle Cryo Fans				1	1	0		0
OSS Power Up									-1	1	OSS Power Up								
																			
Wait for CSM State Vector Update				MCC Update					-1	0	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
Terminate PTC	541200	MISSION_TIME							-1	1	Terminate G&N PTC								
																			
P52 IMU Realign (REFSMMAT)	541800	MISSION_TIME							-1	1	P52 IMU Realign (REFSMMAT)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
																			
Key V67E			DSKY		Reinitialize w-matrix			DSKY V 6 7 E	1	1									
V25E								DSKY V 2 5 E	1	1									
R1 +00094E								DSKY + 0 0 0 9 4 E	1	1									
R2 +00057E								DSKY + 0 0 0 5 7 E	1	1									
R3 +00001E								DSKY + 0 0 0 0 1 E	1	1									
PRO								DSKY P	1	1									
																			
Perform P23 Cislunar Navigation (STAR 26 LL 420)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 23 LL 420)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 31 LL 420)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 24 LL 423)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 26 LL 423)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 31 LL 423)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 26 LL 422)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 23 LL 422)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 31 LL 422)									-1	1	P23 Cislunar Navigation								
																			
Wait for MCC-5 Decision Update	545400	MISSION_TIME		MCC-5 Decision					-1	0									
MCC-5 (click PRO or click FAIL to bypass if scrubbed)									-1	0	MCC-5	MCC-5 Scrubbed							
																			
"Maneuver Spacecraft to PY 270,000"									-1	0									
Start PTC				30 deg DB PTC					-1	1	Start G&N PTC (DB 30)								
																			
Cycle O2 & H2 Fans				Pre Sleep Checklist					-1	1	Cycle Cryo Fans				1	1	0		0
																			
(chlorination not simulated yet)					Perform Pot Water Chlor				-1	1									
POT TK IN vlv - OPEN (verify)			352					PotableTankInletRotary	0	1									
																			
OVBD DRAIN vlv - OFF			251					WasteMGMTOvbdDrainDumpRotary	1	1									
WASTE STOW vlv - CLOSE								WasteMGMTStoageVentRotary	1	1									
OSS Power Down									-1	1	OSS Power Down								
EMER CAB PRESS sel - BOTH								EmergencyCabinPressureRotary	1	1									
SRG TK O2 vlv - ON								OxygenSurgeTankRotary	1	1									
REPRESS PKG vlv - OFF								OxygenRepressPackageRotary	1	1									
CAB PRESS RELF vlv (LH) - NORM			325					CabinPressureReliefLever1	1	1									
CAB PRESS RELF vlv (RH) - NORM								CabinPressureReliefLever2	1G	1									
HATCH PRESS EQUAL vlv - CLOSE								PressEqualValve	3	1			Not Simulated Yet						
LM TUNL VENT vlv - OFF Without LM			12					LMTunnelVentValve	0	1									
DIRECT O2 vlv - open (CCW)			7					DirectO2RotarySwitch	0	1									
CAB PRESS ind - 5.7	20	HIDDEN_DELAY	2						-1	1									
DIRECT O2 vlv - close (CW)	120	HIDDEN_DELAY	7					DirectO2RotarySwitch	6	1									
Perform Fuel Cell O2 Purging									-1	1	Fuel Cell O2 Purging								
																			
S BD AUX TAPE - OFF							"Panel 3, Comm Switches"	SBandAuxSwitch1	1	1									
S BD MODE VOICE - OFF							"Panel 3, Comm Switches"	SBandNormalMode1Switch	1	1									
																			
"HGA PITCH - 40 if roll right, -40 if roll left"								HighGainAntennaPitchPositionSwitch	4	0									
"HGA YAW - 270 if roll right, 90 if roll left"								HighGainAntennaYawPositionSwitch	10	0									
HI GAIN ANT TRACK - REACQ							"Panel 2, High Gain Controls"	GHATrackSwitch	0	1									
S BD ANT OMNI - HI GAIN							"Panel 3, Comm Switches"	SBandAntennaSwitch2	0	1									
Perform Waste Water Dump									-1	1	Waste Water Dump								
Rest Period Begins	554400	MISSION_TIME							-1	0									
																			
Rest Period Ends	586800	MISSION_TIME		Day 8					-1	0									
Cycle O2 & H2 Fans	590400	MISSION_TIME							-1	1	Cycle Cryo Fans				1	1	0		0
OSS Power Up									-1	1	OSS Power Up								
Perform ECS Redundant Component Check									-1	1	ECS Redundant Component Check								
Terminate Battery Charge	592800	MISSION_TIME							-1	1	Terminate Battery Charge								
Initiate Battery Charge (Battery B)									-1	1	Battery Charge B								
																			
"Copy MCC-6 Maneuver PAD, Entry PAD (Assumes No MCC-6, But MCC-7), State Vector Update"	593100	MISSION_TIME		MCC Update					-1	0									
Uplink									-1	1	P27 Update								
V66E							Set CSM state vector into LM state vector	DSKY V 6 6 E	1	1									
																			
Terminate PTC									-1	1	Terminate G&N PTC								
																			
P52 IMU Realign (REFSMMAT)	593700	MISSION_TIME							-1	1	P52 IMU Realign (REFSMMAT)								
Perform GDC Alignment to IMU									-1	1	GDC Alignment to IMU								
Perform P23 Cislunar Navigation (STAR 02 ENH)	594000	MISSION_TIME							-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 44 EFH)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 45 EFH)									-1	1	P23 Cislunar Navigation								
"Maneuver Spacecraft to PY 270,000"									-1	0									
Start PTC				30 deg DB PTC					-1	1	Start G&N PTC (DB 30)								
																			
Perform Fuel Cell O2 Purging	596700	MISSION_TIME							-1	1	Fuel Cell O2 Purging								
																			
Terminate PTC	603000	MISSION_TIME							-1	1	Terminate G&N PTC								
Perform P23 Cislunar Navigation (STAR 02 ENH)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 44 EFH)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 45 EFH)									-1	1	P23 Cislunar Navigation								
"Maneuver Spacecraft to PY 270,000"									-1	0									
Start PTC				30 deg DB PTC					-1	1	Start G&N PTC (DB 30)								
																			
Perform ECS Redundant Component Check	613800	MISSION_TIME							-1	1	ECS Redundant Component Check								
																			
Terminate PTC	615600	MISSION_TIME							-1	1	Terminate G&N PTC								
Perform P23 Cislunar Navigation (STAR 02 ENH)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 44 EFH)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 45 EFH)									-1	1	P23 Cislunar Navigation								
"Maneuver Spacecraft to PY 270,000"									-1	0									
Start PTC				30 deg DB PTC					-1	1	Start G&N PTC (DB 30)								
																			
Terminate PTC	628200	MISSION_TIME							-1	1	Terminate G&N PTC								
Perform P23 Cislunar Navigation (STAR 02 ENH)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 44 EFH)									-1	1	P23 Cislunar Navigation								
Perform P23 Cislunar Navigation (STAR 45 EFH)									-1	1	P23 Cislunar Navigation								
																			
Wait for MCC-6 Decision Update	630000	MISSION_TIME		MCC-6 Decision					-1	0									
MCC-6 (click PRO or click FAIL to bypass if scrubbed)									-1	0	MCC-6	MCC-6 Scrubbed							
																			
"Maneuver Spacecraft to PY 270,000"									-1	0									
Start PTC				30 deg DB PTC					-1	1	Start G&N PTC (DB 30)								
																			
Cycle O2 & H2 Fans	639000	MISSION_TIME		Pre Sleep Checklist					-1	1	Cycle Cryo Fans				1	1	0		0
																			
(chlorination not simulated yet)					Perform Pot Water Chlor				-1	1									
POT TK IN vlv - OPEN (verify)			352					PotableTankInletRotary	0	1									
																			
OVBD DRAIN vlv - OFF			251					WasteMGMTOvbdDrainDumpRotary	1	1									
WASTE STOW vlv - CLOSE								WasteMGMTStoageVentRotary	1	1									
OSS Power Down									-1	1	OSS Power Down								
EMER CAB PRESS sel - BOTH								EmergencyCabinPressureRotary	1	1									
SRG TK O2 vlv - ON								OxygenSurgeTankRotary	1	1									
REPRESS PKG vlv - OFF								OxygenRepressPackageRotary	1	1									
CAB PRESS RELF vlv (LH) - NORM			325					CabinPressureReliefLever1	1	1									
CAB PRESS RELF vlv (RH) - NORM								CabinPressureReliefLever2	1G	1									
HATCH PRESS EQUAL vlv - CLOSE								PressEqualValve	3	1			Not Simulated Yet						
LM TUNL VENT vlv - OFF Without LM			12					LMTunnelVentValve	0	1									
DIRECT O2 vlv - open (CCW)			7					DirectO2RotarySwitch	0	1									
CAB PRESS ind - 5.7	20	HIDDEN_DELAY	2						-1	1									
DIRECT O2 vlv - close (CW)	120	HIDDEN_DELAY	7					DirectO2RotarySwitch	6	1									
																			
Perform Fuel Cell O2 Purging	639600	MISSION_TIME							-1	1	Fuel Cell O2 Purging								
																			
S BD AUX TAPE - OFF							"Panel 3, Comm Switches"	SBandAuxSwitch1	1	1									
S BD MODE VOICE - OFF							"Panel 3, Comm Switches"	SBandNormalMode1Switch	1	1									
																			
"HGA PITCH - 40 if roll right, -40 if roll left"								HighGainAntennaPitchPositionSwitch	4	0									
"HGA YAW - 270 if roll right, 90 if roll left"								HighGainAntennaYawPositionSwitch	10	0									
HI GAIN ANT TRACK - REACQ							"Panel 2, High Gain Controls"	GHATrackSwitch	0	1									
S BD ANT OMNI - HI GAIN							"Panel 3, Comm Switches"	SBandAntennaSwitch2	0	1									
Perform Waste Water Dump									-1	1	Waste Water Dump								
Rest Period Begins	644400	MISSION_TIME							-1	0									
																			
Rest Period Ends	669600	MISSION_TIME		Day 9					-1	0									
Cycle O2 & H2 Fans									-1	1	Cycle Cryo Fans				1	1	0		0
OSS Power Up									-1	1	OSS Power Up								
Terminate Battery Charge									-1	1	Terminate Battery Charge								
																			
Terminate PTC									-1	1	Terminate G&N PTC								
Wait for MCC-7 Decision Update	674400	MISSION_TIME		MCC-7 Decision					-1	0									
MCC-7 (click PRO or click FAIL to bypass if scrubbed)									-1	0	MCC-7	MCC-7 Scrubbed							
																			
V48E			DSKY		Load DAP			DSKY V 4 8 E	1	1									
V24E								DSKY V 2 4 E	1	1									
11102E								DSKY 1 1 1 0 2 E	1	1									
01111E								DSKY 0 1 1 1 1 E	1	1									
PRO								DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
PRO	2	HIDDEN_DELAY						DSKY P	1	1									
